#,MM:DD:YYYY,HH:MM:SS,PM1.0,PM2.5,PM10.0,TVOC(ppb),CO2(ppm)
 364  , 9/12/2021, 9:36: 0 PM,   9,  16,  20,    0,  400
 365  , 9/12/2021, 9:37: 0 PM,  12,  18,  19,    0,  400
 366  , 9/12/2021, 9:38: 0 PM,  12,  16,  23,    0,  400
 367  , 9/12/2021, 9:39: 0 PM,  10,  17,  18,    0,  400
 368  , 9/12/2021, 9:40: 0 PM,  10,  17,  21,    0,  400
 369  , 9/12/2021, 9:41: 0 PM,   8,  11,  14,    0,  400
 370  , 9/12/2021, 9:42: 0 PM,   9,  17,  17,    0,  400
 371  , 9/12/2021, 9:43: 0 PM,   9,  15,  15,    0,  400
 372  , 9/12/2021, 9:44: 0 PM,  12,  16,  18,    0,  400
 373  , 9/12/2021, 9:45: 0 PM,  10,  18,  20,    0,  400
 374  , 9/12/2021, 9:46: 0 PM,  10,  15,  15,    0,  400
 375  , 9/12/2021, 9:47: 0 PM,  10,  13,  13,    0,  400
 376  , 9/12/2021, 9:48: 0 PM,   8,  12,  12,    0,  400
 377  , 9/12/2021, 9:49: 0 PM,  11,  14,  14,    0,  400
 378  , 9/12/2021, 9:50: 0 PM,  10,  14,  18,    0,  400
 379  , 9/12/2021, 9:51: 0 PM,  10,  18,  20,    0,  400
 380  , 9/12/2021, 9:52: 0 PM,   8,  14,  16,   69,  400
 381  , 9/12/2021, 9:53: 0 PM,  13,  15,  16,   52,  400
 382  , 9/12/2021, 9:54: 0 PM,   8,  12,  17,   39,  400
 383  , 9/12/2021, 9:55: 0 PM,   9,  13,  13,   41,  400
 384  , 9/12/2021, 9:56: 0 PM,  11,  15,  15,   30,  400
 385  , 9/12/2021, 9:57: 0 PM,   8,  12,  17,   28,  400
 386  , 9/12/2021, 9:58: 0 PM,  10,  12,  12,    1,  400
 387  , 9/12/2021, 9:59: 0 PM,  10,  15,  18,    0,  400
 388  , 9/12/2021,10: 0: 0 PM,  10,  16,  21,    0,  400
 389  , 9/12/2021,10: 1: 0 PM,  13,  18,  20,    0,  400
 390  , 9/12/2021,10: 2: 0 PM,  12,  17,  20,    0,  400
 391  , 9/12/2021,10: 3: 0 PM,   9,  14,  16,    0,  400
 392  , 9/12/2021,10: 4: 0 PM,  12,  21,  24,    0,  400
 393  , 9/12/2021,10: 5: 0 PM,  12,  19,  24,    0,  400
 394  , 9/12/2021,10: 6: 0 PM,  14,  20,  28,    0,  400
 395  , 9/12/2021,10: 7: 0 PM,  14,  24,  30,    0,  400
 396  , 9/12/2021,10: 8: 0 PM,  11,  15,  21,    0,  400
 397  , 9/12/2021,10: 9: 0 PM,  14,  22,  24,    0,  400
 398  , 9/12/2021,10:10: 0 PM,  12,  18,  23,    0,  400
 399  , 9/12/2021,10:11: 0 PM,  17,  27,  32,    0,  400
 400  , 9/12/2021,10:12: 0 PM,  14,  21,  25,    0,  400
 401  , 9/12/2021,10:13: 0 PM,  14,  26,  29,    0,  400
 402  , 9/12/2021,10:14: 0 PM,  13,  22,  24,    0,  400
 403  , 9/12/2021,10:15: 0 PM,  13,  20,  24,    0,  400
 404  , 9/12/2021,10:16: 0 PM,  13,  20,  20,    0,  400
 405  , 9/12/2021,10:17: 0 PM,  11,  16,  21,    0,  400
 406  , 9/12/2021,10:18: 0 PM,  15,  26,  29,    0,  400
 407  , 9/12/2021,10:19: 0 PM,  11,  14,  14,    0,  400
 408  , 9/12/2021,10:20: 0 PM,  10,  13,  17,    0,  400
 409  , 9/12/2021,10:21: 0 PM,   9,  14,  15,    0,  400
 410  , 9/12/2021,10:22: 0 PM,  14,  19,  21,    0,  400
 411  , 9/12/2021,10:23: 0 PM,  11,  14,  20,    0,  400
 412  , 9/12/2021,10:24: 0 PM,  10,  13,  13,    0,  400
 413  , 9/12/2021,10:25: 0 PM,  14,  17,  23,    0,  400
 414  , 9/12/2021,10:26: 0 PM,   8,  16,  18,    0,  400
 415  , 9/12/2021,10:27: 0 PM,  12,  18,  20,    0,  400
 416  , 9/12/2021,10:28: 0 PM,  10,  14,  14,    0,  400
 417  , 9/12/2021,10:29: 0 PM,   9,  14,  17,    0,  400
 418  , 9/12/2021,10:30: 0 PM,   9,  17,  19,    0,  400
 419  , 9/12/2021,10:31: 0 PM,   9,  15,  15,    0,  400
 420  , 9/12/2021,10:32: 0 PM,   8,  12,  16,    0,  400
 421  , 9/12/2021,10:33: 0 PM,  10,  14,  16,    0,  400
 422  , 9/12/2021,10:34: 0 PM,  11,  14,  16,    0,  400
 423  , 9/12/2021,10:35: 0 PM,  11,  16,  20,    0,  400
 424  , 9/12/2021,10:36: 0 PM,   9,  16,  19,    0,  400
 425  , 9/12/2021,10:37: 0 PM,  10,  13,  14,    0,  400
 426  , 9/12/2021,10:38: 0 PM,   9,  12,  14,    0,  400
 427  , 9/12/2021,10:39: 0 PM,  10,  14,  15,    0,  400
 428  , 9/12/2021,10:40: 0 PM,   8,  12,  13,    0,  400
 429  , 9/12/2021,10:41: 0 PM,  10,  19,  20,    0,  400
 430  , 9/12/2021,10:42: 0 PM,  10,  12,  16,    0,  400
 431  , 9/12/2021,10:43: 0 PM,   9,  13,  14,    0,  400
 432  , 9/12/2021,10:44: 0 PM,  10,  14,  15,    0,  400
 433  , 9/12/2021,10:45: 0 PM,  10,  14,  15,    0,  400
 434  , 9/12/2021,10:46: 0 PM,   8,  10,  10,    0,  400
 435  , 9/12/2021,10:47: 0 PM,  10,  15,  19,    0,  400
 436  , 9/12/2021,10:48: 0 PM,  11,  15,  16,    0,  400
 437  , 9/12/2021,10:49: 0 PM,   9,  17,  17,  150,  406
 438  , 9/12/2021,10:50: 0 PM,  11,  15,  16,   53,  400
 439  , 9/12/2021,10:51: 0 PM,  14,  19,  23,   93,  400
 440  , 9/12/2021,10:52: 0 PM,   9,  15,  21,   69,  400
 441  , 9/12/2021,10:53: 0 PM,   8,  12,  15,   51,  400
 442  , 9/12/2021,10:54: 0 PM,  10,  13,  18,   33,  400
 443  , 9/12/2021,10:55: 0 PM,  10,  17,  19,   28,  400
 444  , 9/12/2021,10:56: 0 PM,   8,  10,  12,    8,  400
 445  , 9/12/2021,10:57: 0 PM,   9,  18,  19,    2,  400
 446  , 9/12/2021,10:58: 0 PM,   8,  14,  16,    4,  400
 447  , 9/12/2021,10:59: 0 PM,  10,  14,  15,    9,  400
 448  , 9/12/2021,11: 0: 0 PM,  12,  16,  17,    0,  400
 449  , 9/12/2021,11: 1: 0 PM,   9,  12,  14,    0,  400
 450  , 9/12/2021,11: 2: 0 PM,  10,  16,  17,    0,  400
 451  , 9/12/2021,11: 3: 0 PM,  11,  14,  17,    0,  400
 452  , 9/12/2021,11: 4: 0 PM,   9,  14,  19,    0,  400
 453  , 9/12/2021,11: 5: 0 PM,   8,  16,  18,    0,  400
 454  , 9/12/2021,11: 6: 0 PM,   9,  12,  14,    0,  400
 455  , 9/12/2021,11: 7: 0 PM,  10,  13,  14,    0,  400
 456  , 9/12/2021,11: 8: 0 PM,  11,  17,  18,    0,  400
 457  , 9/12/2021,11: 9: 0 PM,  10,  13,  14,    0,  400
 458  , 9/12/2021,11:10: 0 PM,   7,  13,  15,    0,  400
 459  , 9/12/2021,11:11: 0 PM,  11,  13,  13,    0,  400
 460  , 9/12/2021,11:12: 0 PM,  10,  17,  20,    0,  400
 461  , 9/12/2021,11:13: 0 PM,  10,  14,  17,    0,  400
 462  , 9/12/2021,11:14: 0 PM,  11,  16,  22,    0,  400
 463  , 9/12/2021,11:15: 0 PM,  10,  14,  16,    0,  400
 464  , 9/12/2021,11:16: 0 PM,  10,  14,  15,    0,  400
 465  , 9/12/2021,11:17: 0 PM,   8,  11,  12,    0,  400
 466  , 9/12/2021,11:18: 0 PM,  12,  20,  21,    0,  400
 467  , 9/12/2021,11:19: 0 PM,   9,  13,  13,    0,  400
 468  , 9/12/2021,11:20: 0 PM,  10,  13,  16,    0,  400
 469  , 9/12/2021,11:21: 0 PM,   8,  11,  14,    0,  400
 470  , 9/12/2021,11:22: 0 PM,  12,  17,  22,    0,  400
 471  , 9/12/2021,11:23: 0 PM,   9,  16,  18,    0,  400
 472  , 9/12/2021,11:24: 0 PM,   9,  14,  18,    0,  400
 473  , 9/12/2021,11:25: 0 PM,   9,  14,  19,    0,  400
 474  , 9/12/2021,11:26: 0 PM,   9,  16,  20,    0,  400
 475  , 9/12/2021,11:27: 0 PM,  12,  18,  22,    0,  400
 476  , 9/12/2021,11:28: 0 PM,  10,  18,  24,    0,  400
 477  , 9/12/2021,11:29: 0 PM,   7,  10,  14,    0,  400
 478  , 9/12/2021,11:30: 0 PM,  11,  15,  16,    0,  400
 479  , 9/12/2021,11:31: 0 PM,  10,  15,  17,    0,  400
 480  , 9/12/2021,11:32: 0 PM,   9,  12,  16,    0,  400
 481  , 9/12/2021,11:33: 0 PM,  10,  13,  13,    0,  400
 482  , 9/12/2021,11:34: 0 PM,  11,  13,  14,    0,  400
 483  , 9/12/2021,11:35: 0 PM,  12,  14,  14,    0,  400
 484  , 9/12/2021,11:36: 0 PM,  12,  18,  18,    0,  400
 485  , 9/12/2021,11:37: 0 PM,  11,  15,  16,    0,  400
 486  , 9/12/2021,11:38: 0 PM,   9,  14,  14,    0,  400
 487  , 9/12/2021,11:39: 0 PM,  11,  13,  15,    0,  400
 488  , 9/12/2021,11:40: 0 PM,   9,  14,  20,    0,  400
 489  , 9/12/2021,11:41: 0 PM,  12,  19,  20,    0,  400
 490  , 9/12/2021,11:42: 0 PM,   8,  13,  15,    0,  400
 491  , 9/12/2021,11:43: 0 PM,   8,  11,  14,    0,  400
 492  , 9/12/2021,11:44: 0 PM,  11,  15,  16,    0,  400
 493  , 9/12/2021,11:45: 0 PM,  11,  14,  17,    0,  400
 494  , 9/12/2021,11:46: 0 PM,  10,  18,  19,    0,  400
 495  , 9/12/2021,11:47: 0 PM,   9,  16,  18,    0,  400
 496  , 9/12/2021,11:48: 0 PM,   9,  15,  19,    0,  400
 497  , 9/12/2021,11:49: 0 PM,  10,  14,  19,    0,  400
 498  , 9/12/2021,11:50: 0 PM,  11,  19,  21,    0,  400
 499  , 9/12/2021,11:51: 0 PM,  10,  18,  20,    0,  400
 500  , 9/12/2021,11:52: 0 PM,   9,  12,  13,    0,  400
 501  , 9/12/2021,11:53: 0 PM,  12,  17,  20,    0,  400
 502  , 9/12/2021,11:54: 0 PM,  12,  18,  21,    0,  400
 503  , 9/12/2021,11:55: 0 PM,   9,  12,  15,    0,  400
 504  , 9/12/2021,11:56: 0 PM,  11,  17,  18,    0,  400
 505  , 9/12/2021,11:57: 0 PM,   9,  11,  16,    0,  400
 506  , 9/12/2021,11:58: 0 PM,  12,  19,  22,    0,  400
 507  , 9/12/2021,11:59: 0 PM,   9,  13,  16,    0,  400
 508  , 9/13/2021,12: 0: 0 AM,  10,  12,  18,    0,  400
 509  , 9/13/2021,12: 1: 0 AM,   8,  15,  18,    0,  400
 510  , 9/13/2021,12: 2: 0 AM,   8,  12,  12,    0,  400
 511  , 9/13/2021,12: 3: 0 AM,   9,  12,  13,    0,  400
 512  , 9/13/2021,12: 4: 0 AM,  10,  14,  17,    0,  400
 513  , 9/13/2021,12: 5: 0 AM,  10,  13,  14,    0,  400
 514  , 9/13/2021,12: 6: 0 AM,  10,  14,  16,    0,  400
 515  , 9/13/2021,12: 7: 0 AM,  10,  14,  14,    0,  400
 516  , 9/13/2021,12: 8: 0 AM,   9,  13,  14,    0,  400
 517  , 9/13/2021,12: 9: 0 AM,  10,  14,  16,    0,  400
 518  , 9/13/2021,12:10: 0 AM,   9,  14,  14,    0,  400
 519  , 9/13/2021,12:11: 0 AM,   9,  11,  16,    0,  400
 520  , 9/13/2021,12:12: 0 AM,   9,  13,  13,    0,  400
 521  , 9/13/2021,12:13: 0 AM,   9,  13,  14,    0,  400
 522  , 9/13/2021,12:14: 0 AM,  10,  15,  18,    0,  400
 523  , 9/13/2021,12:15: 0 AM,  10,  15,  18,    0,  400
 524  , 9/13/2021,12:16: 0 AM,   8,  11,  14,    0,  400
 525  , 9/13/2021,12:17: 0 AM,   9,  12,  13,    0,  400
 526  , 9/13/2021,12:18: 0 AM,  10,  17,  20,    0,  400
 527  , 9/13/2021,12:19: 0 AM,  10,  14,  15,    0,  400
 528  , 9/13/2021,12:20: 0 AM,  11,  18,  19,    0,  400
 529  , 9/13/2021,12:21: 0 AM,  11,  15,  18,    0,  400
 530  , 9/13/2021,12:22: 0 AM,  10,  18,  20,    0,  400
 531  , 9/13/2021,12:23: 0 AM,  10,  12,  12,    0,  400
 532  , 9/13/2021,12:24: 0 AM,  11,  15,  17,    0,  400
 533  , 9/13/2021,12:25: 0 AM,   8,  12,  16,    0,  400
 534  , 9/13/2021,12:26: 0 AM,  10,  16,  21,    0,  400
 535  , 9/13/2021,12:27: 0 AM,   8,  16,  17,    0,  400
 536  , 9/13/2021,12:28: 0 AM,  10,  13,  16,    0,  400
 537  , 9/13/2021,12:29: 0 AM,  10,  18,  19,    0,  400
 538  , 9/13/2021,12:30: 0 AM,  10,  19,  19,    0,  400
 539  , 9/13/2021,12:31: 0 AM,   8,  11,  13,    0,  400
 540  , 9/13/2021,12:32: 0 AM,   7,  11,  13,    0,  400
 541  , 9/13/2021,12:33: 0 AM,   8,  15,  15,    0,  400
 542  , 9/13/2021,12:34: 0 AM,   5,  11,  12,    0,  400
 543  , 9/13/2021,12:35: 0 AM,  10,  18,  20,    0,  400
 544  , 9/13/2021,12:36: 0 AM,   8,  11,  14,    0,  400
 545  , 9/13/2021,12:37: 0 AM,   7,  13,  13,    0,  400
 546  , 9/13/2021,12:38: 0 AM,   7,  12,  14,    0,  400
 547  , 9/13/2021,12:39: 0 AM,   9,  11,  12,    0,  400
 548  , 9/13/2021,12:40: 0 AM,   7,   9,  10,  335, 1225
 549  , 9/13/2021,12:41: 0 AM,   5,   7,   8,  363, 1026
 550  , 9/13/2021,12:42: 0 AM,   5,   9,   9,  268,  700
 551  , 9/13/2021,12:43: 0 AM,   6,   9,   9,  219,  579
 552  , 9/13/2021,12:44: 0 AM,   5,   8,  11,  212,  596
 553  , 9/13/2021,12:45: 0 AM,   8,  10,  10,  201,  517
 554  , 9/13/2021,12:46: 0 AM,   6,  12,  15,  190,  503
 555  , 9/13/2021,12:47: 0 AM,   6,   8,  10,  198,  529
 556  , 9/13/2021,12:48: 0 AM,   5,   8,   9,  184,  482
 557  , 9/13/2021,12:49: 0 AM,   5,   9,  11,  165,  416
 558  , 9/13/2021,12:50: 0 AM,   6,   9,   9,  152,  400
 559  , 9/13/2021,12:51: 0 AM,   6,   9,  13,  128,  400
 560  , 9/13/2021,12:52: 0 AM,   6,   7,  10,  136,  400
 561  , 9/13/2021,12:53: 0 AM,   6,   9,  11,  112,  400
 562  , 9/13/2021,12:54: 0 AM,   8,   9,   9,  111,  400
 563  , 9/13/2021,12:55: 0 AM,   6,   8,  12,   96,  400
 564  , 9/13/2021,12:56: 0 AM,   6,   9,   9,   86,  400
 565  , 9/13/2021,12:57: 0 AM,   4,   6,   7,   84,  400
 566  , 9/13/2021,12:58: 0 AM,   8,  14,  14,   78,  400
 567  , 9/13/2021,12:59: 0 AM,   6,   8,   9,   64,  400
 568  , 9/13/2021, 1: 0: 0 AM,   5,   8,   8,   60,  400
 569  , 9/13/2021, 1: 1: 0 AM,   6,  11,  12,   49,  400
 570  , 9/13/2021, 1: 2: 0 AM,   7,  10,  10,   23,  400
 571  , 9/13/2021, 1: 3: 0 AM,   5,   9,  10,   30,  400
 572  , 9/13/2021, 1: 4: 0 AM,   6,   8,   8,   25,  400
 573  , 9/13/2021, 1: 5: 0 AM,   6,   9,  11,   15,  400
 574  , 9/13/2021, 1: 6: 0 AM,   6,   9,   9,    0,  400
 575  , 9/13/2021, 1: 7: 0 AM,   6,   8,   9,    0,  400
 576  , 9/13/2021, 1: 8: 0 AM,   8,  11,  12,    0,  400
 577  , 9/13/2021, 1: 9: 0 AM,   5,   9,   9,    0,  400
 578  , 9/13/2021, 1:10: 0 AM,   8,   9,   9,    0,  400
 579  , 9/13/2021, 1:11: 0 AM,   6,   6,   8,    0,  400
 580  , 9/13/2021, 1:12: 0 AM,   5,   9,   9,    0,  400
 581  , 9/13/2021, 1:13: 0 AM,   5,   7,  14,    0,  400
 582  , 9/13/2021, 1:14: 0 AM,   8,  12,  14,    0,  400
 583  , 9/13/2021, 1:15: 0 AM,   6,   8,   9,    0,  400
 584  , 9/13/2021, 1:16: 0 AM,   6,   8,   8,    0,  400
 585  , 9/13/2021, 1:17: 0 AM,   6,   9,  10,    0,  400
 586  , 9/13/2021, 1:18: 0 AM,   8,  10,  11,    0,  400
 587  , 9/13/2021, 1:19: 0 AM,   8,  12,  12,    0,  400
 588  , 9/13/2021, 1:20: 0 AM,   5,   8,   8,    0,  400
 589  , 9/13/2021, 1:21: 0 AM,   6,   8,  10,    0,  400
 590  , 9/13/2021, 1:22: 0 AM,   6,  10,  11,    0,  400
 591  , 9/13/2021, 1:23: 0 AM,   5,   6,   6,   37,  400
 592  , 9/13/2021, 1:24: 0 AM,   6,   8,  10,  104,  400
 593  , 9/13/2021, 1:25: 0 AM,   5,   7,   7,  126,  400
 594  , 9/13/2021, 1:26: 0 AM,   6,   9,  10,  149,  413
 595  , 9/13/2021, 1:27: 0 AM,   5,   7,   8,  160,  441
 596  , 9/13/2021, 1:28: 0 AM,   7,   9,  13,  162,  435
 597  , 9/13/2021, 1:29: 0 AM,   5,   6,   8,  154,  400
 598  , 9/13/2021, 1:30: 0 AM,   5,   7,   8,  150,  400
 599  , 9/13/2021, 1:31: 0 AM,   5,   7,   7,  139,  400
 600  , 9/13/2021, 1:32: 0 AM,   4,   6,   6,  136,  400
 601  , 9/13/2021, 1:33: 0 AM,   3,   5,   7,  139,  400
 602  , 9/13/2021, 1:34: 0 AM,   4,   6,   6,  132,  400
 603  , 9/13/2021, 1:35: 0 AM,   5,   6,   6,  129,  400
 604  , 9/13/2021, 1:36: 0 AM,   4,   6,  10,  115,  400
 605  , 9/13/2021, 1:37: 0 AM,   6,   7,   7,  104,  400
 606  , 9/13/2021, 1:38: 0 AM,   5,   6,   6,   91,  400
 607  , 9/13/2021, 1:39: 0 AM,   5,   6,   6,   91,  400
 608  , 9/13/2021, 1:40: 0 AM,   4,   6,   6,   86,  400
 609  , 9/13/2021, 1:41: 0 AM,   4,   7,   9,   73,  400
 610  , 9/13/2021, 1:42: 0 AM,   3,   4,   7,   75,  400
 611  , 9/13/2021, 1:43: 0 AM,   3,   5,   5,   76,  400
 612  , 9/13/2021, 1:44: 0 AM,   3,   4,   5,   66,  400
 613  , 9/13/2021, 1:45: 0 AM,   6,   8,  10,   63,  400
 614  , 9/13/2021, 1:46: 0 AM,   2,   3,   3,   58,  400
 615  , 9/13/2021, 1:47: 0 AM,   3,   4,   7,   57,  400
 616  , 9/13/2021, 1:48: 0 AM,   3,   3,   3,   44,  400
 617  , 9/13/2021, 1:49: 0 AM,   5,   6,   7,   49,  400
 618  , 9/13/2021, 1:50: 0 AM,   4,   5,   5,   43,  400
 619  , 9/13/2021, 1:51: 0 AM,   2,   3,   4,   27,  400
 620  , 9/13/2021, 1:52: 0 AM,   2,   2,   2,   30,  400
 621  , 9/13/2021, 1:53: 0 AM,   3,   5,   8,   18,  400
 622  , 9/13/2021, 1:54: 0 AM,   4,   5,   7,   18,  400
 623  , 9/13/2021, 1:55: 0 AM,   3,   4,   7,   34,  400
 624  , 9/13/2021, 1:56: 0 AM,   4,   5,   7,  890, 3122
 625  , 9/13/2021, 1:57: 0 AM,   3,   3,   5,  666, 1869
 626  , 9/13/2021, 1:58: 0 AM,   3,   6,   6,  524, 1500
 627  , 9/13/2021, 1:59: 0 AM,   5,   6,   6,  423,  908
 628  , 9/13/2021, 2: 0: 0 AM,   5,   6,   8,  353,  783
 629  , 9/13/2021, 2: 1: 0 AM,   6,   6,   8,  251,  630
 630  , 9/13/2021, 2: 2: 0 AM,   4,   6,   6,  252,  647
 631  , 9/13/2021, 2: 3: 0 AM,   5,   8,   9,  231,  561
 632  , 9/13/2021, 2: 4: 0 AM,   4,   6,   8,  236,  620
 633  , 9/13/2021, 2: 5: 0 AM,   5,   7,   7,  213,  526
 634  , 9/13/2021, 2: 6: 0 AM,   2,   4,   7,  203,  500
 635  , 9/13/2021, 2: 7: 0 AM,   4,   4,   5,  201,  494
 636  , 9/13/2021, 2: 8: 0 AM,   4,   6,   8,  173,  408
 637  , 9/13/2021, 2: 9: 0 AM,   4,   5,   5,  162,  400
 638  , 9/13/2021, 2:10: 0 AM,   2,   2,   4,  137,  400
 639  , 9/13/2021, 2:11: 0 AM,   4,   5,   5,  129,  400
 640  , 9/13/2021, 2:12: 0 AM,   3,   3,   6,  125,  400
 641  , 9/13/2021, 2:13: 0 AM,   3,   4,   4,  127,  400
 642  , 9/13/2021, 2:14: 0 AM,   3,   5,   7,  110,  400
 643  , 9/13/2021, 2:15: 0 AM,   3,   5,   5,  109,  400
 644  , 9/13/2021, 2:16: 0 AM,   1,   2,   2,  110,  400
 645  , 9/13/2021, 2:17: 0 AM,   3,   5,   5,   97,  400
 646  , 9/13/2021, 2:18: 0 AM,   1,   3,   4,   89,  400
 647  , 9/13/2021, 2:19: 0 AM,   2,   2,   2,   95,  400
 648  , 9/13/2021, 2:20: 0 AM,   2,   3,   3,   88,  400
 649  , 9/13/2021, 2:21: 0 AM,   1,   2,   2,   84,  400
 650  , 9/13/2021, 2:22: 0 AM,   2,   3,   3,   81,  400
 651  , 9/13/2021, 2:23: 0 AM,   1,   1,   2,   85,  400
 652  , 9/13/2021, 2:24: 0 AM,   2,   3,   3,   71,  400
 653  , 9/13/2021, 2:25: 0 AM,   2,   2,   2,   69,  400
 654  , 9/13/2021, 2:26: 0 AM,   1,   1,   3,   64,  400
 655  , 9/13/2021, 2:27: 0 AM,   1,   1,   3,   67,  400
 656  , 9/13/2021, 2:28: 0 AM,   1,   2,   3,   61,  400
 657  , 9/13/2021, 2:29: 0 AM,   1,   1,   1,   56,  400
 658  , 9/13/2021, 2:30: 0 AM,   1,   1,   1,   58,  400
 659  , 9/13/2021, 2:31: 0 AM,   1,   2,   2,   62,  400
 660  , 9/13/2021, 2:32: 0 AM,   0,   0,   0,   59,  400
 661  , 9/13/2021, 2:33: 0 AM,   1,   1,   2,   60,  400
 662  , 9/13/2021, 2:34: 0 AM,   1,   1,   1,   56,  400
 663  , 9/13/2021, 2:35: 0 AM,   1,   1,   1,   53,  400
 664  , 9/13/2021, 2:36: 0 AM,   1,   1,   1,   48,  400
 665  , 9/13/2021, 2:37: 0 AM,   1,   2,   2,   46,  400
 666  , 9/13/2021, 2:38: 0 AM,   0,   0,   0,   50,  400
 667  , 9/13/2021, 2:39: 0 AM,   1,   1,   1,   43,  400
 668  , 9/13/2021, 2:40: 0 AM,   0,   0,   0,   44,  400
 669  , 9/13/2021, 2:41: 0 AM,   1,   1,   1,   31,  400
 670  , 9/13/2021, 2:42: 0 AM,   1,   2,   3,   34,  400
 671  , 9/13/2021, 2:43: 0 AM,   0,   0,   0,   37,  400
 672  , 9/13/2021, 2:44: 0 AM,   1,   1,   1,   35,  400
 673  , 9/13/2021, 2:45: 0 AM,   0,   0,   3,   25,  400
 674  , 9/13/2021, 2:46: 0 AM,   0,   0,   1,   33,  400
 675  , 9/13/2021, 2:47: 0 AM,   0,   0,   0,   27,  400
 676  , 9/13/2021, 2:48: 0 AM,   0,   0,   0,   22,  400
 677  , 9/13/2021, 2:49: 0 AM,   1,   2,   3,   20,  400
 678  , 9/13/2021, 2:50: 0 AM,   0,   1,   1,   30,  400
 679  , 9/13/2021, 2:51: 0 AM,   1,   2,   4,   33,  400
 680  , 9/13/2021, 2:52: 0 AM,   1,   1,   3,   21,  400
 681  , 9/13/2021, 2:53: 0 AM,   0,   1,   1,   20,  400
 682  , 9/13/2021, 2:54: 0 AM,   0,   1,   1,   19,  400
 683  , 9/13/2021, 2:55: 0 AM,   1,   1,   3,   19,  400
 684  , 9/13/2021, 2:56: 0 AM,   0,   0,   0,    3,  400
 685  , 9/13/2021, 2:57: 0 AM,   1,   1,   2,    9,  400
 686  , 9/13/2021, 2:58: 0 AM,   1,   2,   6,    6,  400
 687  , 9/13/2021, 2:59: 0 AM,   0,   0,   0,    0,  400
 688  , 9/13/2021, 3: 0: 0 AM,   0,   1,   1,    2,  400
 689  , 9/13/2021, 3: 1: 0 AM,   1,   1,   3,    0,  400
 690  , 9/13/2021, 3: 2: 0 AM,   1,   1,   1,    0,  400
 691  , 9/13/2021, 3: 3: 0 AM,   2,   2,   2,    0,  400
 692  , 9/13/2021, 3: 4: 0 AM,   1,   1,   4,    0,  400
 693  , 9/13/2021, 3: 5: 0 AM,   2,   3,   3,    0,  400
 694  , 9/13/2021, 3: 6: 0 AM,   1,   1,   1,    0,  400
 695  , 9/13/2021, 3: 7: 0 AM,   1,   1,   1,    0,  400
 696  , 9/13/2021, 3: 8: 0 AM,   1,   1,   1,    0,  400
 697  , 9/13/2021, 3: 9: 0 AM,   1,   1,   3,    0,  400
 698  , 9/13/2021, 3:10: 0 AM,   1,   1,   1,    0,  400
 699  , 9/13/2021, 3:11: 0 AM,   1,   1,   1,    0,  400
 700  , 9/13/2021, 3:12: 0 AM,   1,   1,   2,    0,  400
 701  , 9/13/2021, 3:13: 0 AM,   1,   1,   1,    0,  400
 702  , 9/13/2021, 3:14: 0 AM,   1,   1,   1,    0,  400
 703  , 9/13/2021, 3:15: 0 AM,   1,   1,   1,    0,  400
 704  , 9/13/2021, 3:16: 0 AM,   1,   1,   1,    0,  400
 705  , 9/13/2021, 3:17: 0 AM,   0,   0,   0,    0,  400
 706  , 9/13/2021, 3:18: 0 AM,   0,   0,   0,    0,  400
 707  , 9/13/2021, 3:19: 0 AM,   0,   1,   1,    0,  400
 708  , 9/13/2021, 3:20: 0 AM,   0,   0,   0,    0,  400
 709  , 9/13/2021, 3:21: 0 AM,   1,   1,   1,    0,  400
 710  , 9/13/2021, 3:22: 0 AM,   0,   0,   0,    0,  400
 711  , 9/13/2021, 3:23: 0 AM,   1,   1,   1,    0,  400
 712  , 9/13/2021, 3:24: 0 AM,   1,   1,   3,    0,  400
 713  , 9/13/2021, 3:25: 0 AM,   0,   0,   2,    0,  400
 714  , 9/13/2021, 3:26: 0 AM,   0,   0,   3,    0,  400
 715  , 9/13/2021, 3:27: 0 AM,   1,   1,   3,    0,  400
 716  , 9/13/2021, 3:28: 0 AM,   1,   1,   1,    0,  400
 717  , 9/13/2021, 3:29: 0 AM,   1,   1,   3,    0,  400
 718  , 9/13/2021, 3:30: 0 AM,   1,   1,   1,    0,  400
 719  , 9/13/2021, 3:31: 0 AM,   0,   1,   1,   13,  400
 720  , 9/13/2021, 3:32: 0 AM,   0,   1,   1,  536, 1237
 721  , 9/13/2021, 3:33: 0 AM,   0,   0,   0,  365,  822
 722  , 9/13/2021, 3:34: 0 AM,   0,   1,   1,  246,  573
 723  , 9/13/2021, 3:35: 0 AM,   1,   1,   1,  230,  531
 724  , 9/13/2021, 3:36: 0 AM,   0,   0,   0,  220,  482
 725  , 9/13/2021, 3:37: 0 AM,   0,   0,   0,  225,  491
 726  , 9/13/2021, 3:38: 0 AM,   1,   1,   1,  204,  457
 727  , 9/13/2021, 3:39: 0 AM,   0,   0,   2,  201,  428
 728  , 9/13/2021, 3:40: 0 AM,   0,   0,   2,  196,  421
 729  , 9/13/2021, 3:41: 0 AM,   1,   1,   1,  185,  400
 730  , 9/13/2021, 3:42: 0 AM,   0,   0,   0,  176,  400
 731  , 9/13/2021, 3:43: 0 AM,   1,   2,   4,  172,  400
 732  , 9/13/2021, 3:44: 0 AM,   0,   0,   1,  165,  400
